left_dimension,left_value,right_dimension,right_value,papers,papers_present,paper_prevalence,conference_equal_paper_prevalence,object_count,object_share,paper_normalized_object_share,conference_equal_paper_normalized_share
purpose,theory_mechanism,types,heatmap,250,37,0.148,0.151667,61,0.011296,0.012794,0.013591
purpose,theory_mechanism,types,histogram,250,6,0.024,0.023333,10,0.001852,0.003277,0.003073
purpose,theory_mechanism,types,image_montage,250,24,0.096,0.091667,31,0.005741,0.00636,0.00587
purpose,theory_mechanism,types,line,250,82,0.328,0.338333,169,0.031296,0.043463,0.045743
purpose,theory_mechanism,types,map,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
purpose,theory_mechanism,types,matrix,250,35,0.14,0.14,51,0.009444,0.010501,0.010753
purpose,theory_mechanism,types,network,250,18,0.072,0.071667,30,0.005556,0.009305,0.009599
purpose,theory_mechanism,types,other,250,15,0.06,0.063333,20,0.003704,0.005194,0.005718
purpose,theory_mechanism,types,pareto,250,3,0.012,0.011667,4,0.000741,0.001143,0.00123
purpose,theory_mechanism,types,pipeline,250,139,0.556,0.553333,187,0.03463,0.042182,0.041472
purpose,theory_mechanism,types,qualitative_grid,250,39,0.156,0.158333,54,0.01,0.011021,0.010914
purpose,theory_mechanism,types,scatter,250,40,0.16,0.16,65,0.012037,0.016795,0.017251
purpose,theory_mechanism,types,screenshot,250,1,0.004,0.005,1,0.000185,0.00019,0.000238
purpose,theory_mechanism,types,table,250,66,0.264,0.271667,101,0.018704,0.025394,0.026676
purpose,theory_mechanism,types,tree,250,5,0.02,0.02,7,0.001296,0.001778,0.001873
purpose,theory_mechanism,types,violin,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,architecture,width,double_column,250,26,0.104,0.1,32,0.005926,0.008196,0.008069
types,architecture,width,inset,250,5,0.02,0.016667,5,0.000926,0.001213,0.001011
types,architecture,width,page_width,250,101,0.404,0.391667,133,0.02463,0.02682,0.025469
types,architecture,width,single_column,250,28,0.112,0.123333,35,0.006481,0.006408,0.007102
types,area,width,double_column,250,3,0.012,0.011667,3,0.000556,0.000857,0.000794
types,area,width,inset,250,1,0.004,0.003333,1,0.000185,0.001,0.000833
types,area,width,page_width,250,28,0.112,0.11,116,0.021481,0.015398,0.016326
types,area,width,single_column,250,28,0.112,0.115,49,0.009074,0.009854,0.010398
types,bar,width,double_column,250,17,0.068,0.066667,25,0.00463,0.005223,0.005352
types,bar,width,inset,250,13,0.052,0.053333,21,0.003889,0.004207,0.0045
types,bar,width,page_width,250,88,0.352,0.345,203,0.037593,0.034625,0.033488
types,bar,width,single_column,250,56,0.224,0.235,92,0.017037,0.016169,0.016583
types,box,width,double_column,250,1,0.004,0.005,3,0.000556,0.000857,0.001071
types,box,width,inset,250,2,0.008,0.008333,2,0.00037,0.000219,0.000223
types,box,width,page_width,250,16,0.064,0.065,26,0.004815,0.005559,0.005928
types,box,width,single_column,250,3,0.012,0.01,3,0.000556,0.000467,0.000389
types,conceptual_diagram,width,double_column,250,37,0.148,0.141667,64,0.011852,0.016974,0.016352
types,conceptual_diagram,width,inset,250,17,0.068,0.063333,19,0.003519,0.0048,0.004639
types,conceptual_diagram,width,page_width,250,155,0.62,0.616667,326,0.06037,0.066588,0.065088
types,conceptual_diagram,width,single_column,250,69,0.276,0.295,108,0.02,0.023983,0.025966
types,heatmap,width,double_column,250,15,0.06,0.056667,41,0.007593,0.009991,0.010022
types,heatmap,width,inset,250,8,0.032,0.028333,10,0.001852,0.002077,0.0018
types,heatmap,width,page_width,250,63,0.252,0.258333,166,0.030741,0.028403,0.02931
types,heatmap,width,single_column,250,24,0.096,0.105,29,0.00537,0.005162,0.005759
types,histogram,width,double_column,250,4,0.016,0.013333,8,0.001481,0.001956,0.00163
types,histogram,width,inset,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,histogram,width,page_width,250,19,0.076,0.075,28,0.005185,0.005245,0.005044
types,histogram,width,single_column,250,11,0.044,0.045,22,0.004074,0.005864,0.005417
types,image_montage,width,double_column,250,15,0.06,0.058333,36,0.006667,0.006733,0.006124
types,image_montage,width,inset,250,5,0.02,0.021667,14,0.002593,0.002927,0.003456
types,image_montage,width,page_width,250,87,0.348,0.341667,387,0.071667,0.069595,0.067464
types,image_montage,width,single_column,250,25,0.1,0.106667,57,0.010556,0.009321,0.009546
types,line,width,double_column,250,36,0.144,0.143333,155,0.028704,0.037542,0.037922
types,line,width,inset,250,21,0.084,0.086667,44,0.008148,0.011751,0.012514
types,line,width,page_width,250,157,0.628,0.63,648,0.12,0.123486,0.126293
types,line,width,single_column,250,107,0.428,0.435,423,0.078333,0.065241,0.069897
types,map,width,page_width,250,8,0.032,0.031667,16,0.002963,0.002661,0.002537
types,map,width,single_column,250,5,0.02,0.02,9,0.001667,0.001803,0.001933
types,matrix,width,double_column,250,10,0.04,0.038333,21,0.003889,0.006567,0.006881
types,matrix,width,inset,250,6,0.024,0.023333,9,0.001667,0.001935,0.001938
types,matrix,width,page_width,250,47,0.188,0.19,105,0.019444,0.017467,0.018225
types,matrix,width,single_column,250,21,0.084,0.088333,30,0.005556,0.004728,0.004955
types,network,width,double_column,250,1,0.004,0.003333,1,0.000185,0.00019,0.000159
types,network,width,page_width,250,19,0.076,0.076667,34,0.006296,0.008847,0.009211
types,network,width,single_column,250,5,0.02,0.02,6,0.001111,0.002421,0.002474
types,other,width,double_column,250,3,0.012,0.01,3,0.000556,0.000746,0.000622
types,other,width,inset,250,1,0.004,0.005,1,0.000185,0.000167,0.000208
types,other,width,page_width,250,46,0.184,0.188333,153,0.028333,0.025415,0.026676
types,other,width,single_column,250,22,0.088,0.093333,35,0.006481,0.006066,0.006519
types,pareto,width,double_column,250,3,0.012,0.013333,10,0.001852,0.001281,0.001557
types,pareto,width,inset,250,1,0.004,0.003333,1,0.000185,0.000121,0.000101
types,pareto,width,page_width,250,5,0.02,0.025,10,0.001852,0.001396,0.001745
types,pareto,width,single_column,250,8,0.032,0.031667,39,0.007222,0.002794,0.003078
types,pipeline,width,double_column,250,32,0.128,0.121667,46,0.008519,0.012641,0.012299
types,pipeline,width,inset,250,6,0.024,0.02,6,0.001111,0.001425,0.001187
types,pipeline,width,page_width,250,135,0.54,0.531667,208,0.038519,0.041426,0.039155
types,pipeline,width,single_column,250,36,0.144,0.155,51,0.009444,0.010424,0.011402
types,qualitative_grid,width,double_column,250,23,0.092,0.086667,57,0.010556,0.011706,0.011154
types,qualitative_grid,width,inset,250,11,0.044,0.041667,21,0.003889,0.004224,0.004426
types,qualitative_grid,width,page_width,250,123,0.492,0.495,509,0.094259,0.090979,0.089758
types,qualitative_grid,width,single_column,250,39,0.156,0.163333,74,0.013704,0.012178,0.012538
types,scatter,width,double_column,250,14,0.056,0.058333,30,0.005556,0.009196,0.009517
types,scatter,width,inset,250,9,0.036,0.033333,10,0.001852,0.00189,0.001714
types,scatter,width,page_width,250,78,0.312,0.315,187,0.03463,0.037381,0.037402
types,scatter,width,single_column,250,46,0.184,0.193333,77,0.014259,0.014986,0.016048
types,screenshot,width,double_column,250,7,0.028,0.025,18,0.003333,0.00232,0.002021
types,screenshot,width,inset,250,3,0.012,0.01,5,0.000926,0.00128,0.001067
types,screenshot,width,page_width,250,42,0.168,0.16,157,0.029074,0.021658,0.020658
types,screenshot,width,single_column,250,10,0.04,0.04,23,0.004259,0.003282,0.002999
types,table,width,double_column,250,60,0.24,0.24,218,0.04037,0.051525,0.048991
types,table,width,inset,250,67,0.268,0.276667,217,0.040185,0.043457,0.042912
types,table,width,page_width,250,182,0.728,0.728333,1213,0.22463,0.205247,0.196357
types,table,width,single_column,250,161,0.644,0.668333,681,0.126111,0.126626,0.131797
types,tree,width,page_width,250,9,0.036,0.036667,12,0.002222,0.002661,0.002759
types,violin,width,page_width,250,1,0.004,0.003333,1,0.000185,0.000154,0.000128
types,violin,width,single_column,250,5,0.02,0.02,5,0.000926,0.001005,0.001015
types,architecture,color_mode,categorical,250,38,0.152,0.141667,56,0.01037,0.011567,0.010551
types,architecture,color_mode,grayscale,250,1,0.004,0.003333,1,0.000185,0.000118,9.8e-05
types,architecture,color_mode,mixed,250,116,0.464,0.463333,148,0.027407,0.030954,0.031002
types,area,color_mode,categorical,250,27,0.108,0.105,116,0.021481,0.015667,0.016063
types,area,color_mode,mixed,250,25,0.1,0.105,47,0.008704,0.01022,0.01127
types,area,color_mode,sequential,250,5,0.02,0.016667,6,0.001111,0.001222,0.001018
types,bar,color_mode,categorical,250,108,0.432,0.426667,237,0.043889,0.041634,0.041658
types,bar,color_mode,diverging,250,4,0.016,0.018333,14,0.002593,0.001177,0.001407
types,bar,color_mode,grayscale,250,1,0.004,0.003333,3,0.000556,0.00025,0.000208
types,bar,color_mode,mixed,250,49,0.196,0.196667,70,0.012963,0.014752,0.014354
types,bar,color_mode,sequential,250,10,0.04,0.038333,17,0.003148,0.002412,0.002295
types,box,color_mode,categorical,250,8,0.032,0.031667,20,0.003704,0.004472,0.004822
types,box,color_mode,grayscale,250,1,0.004,0.003333,1,0.000185,4.8e-05,4e-05
types,box,color_mode,mixed,250,10,0.04,0.041667,11,0.002037,0.00223,0.002456
types,box,color_mode,sequential,250,2,0.008,0.006667,2,0.00037,0.000353,0.000294
types,conceptual_diagram,color_mode,categorical,250,67,0.268,0.258333,121,0.022407,0.02391,0.022889
types,conceptual_diagram,color_mode,grayscale,250,17,0.068,0.061667,29,0.00537,0.007356,0.006925
types,conceptual_diagram,color_mode,mixed,250,195,0.78,0.788333,364,0.067407,0.080355,0.081489
types,conceptual_diagram,color_mode,not_applicable,250,1,0.004,0.005,1,0.000185,0.000333,0.000417
types,conceptual_diagram,color_mode,sequential,250,2,0.008,0.006667,2,0.00037,0.00039,0.000325
types,heatmap,color_mode,categorical,250,6,0.024,0.021667,7,0.001296,0.001255,0.001165
types,heatmap,color_mode,diverging,250,16,0.064,0.066667,29,0.00537,0.005439,0.005516
types,heatmap,color_mode,mixed,250,28,0.112,0.116667,66,0.012222,0.014419,0.015324
types,heatmap,color_mode,sequential,250,60,0.24,0.243333,144,0.026667,0.024519,0.024886
types,histogram,color_mode,categorical,250,17,0.068,0.068333,28,0.005185,0.006372,0.006016
types,histogram,color_mode,diverging,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,histogram,color_mode,grayscale,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,histogram,color_mode,mixed,250,11,0.044,0.041667,22,0.004074,0.005588,0.004969
types,histogram,color_mode,sequential,250,4,0.016,0.016667,7,0.001296,0.00088,0.000919
types,image_montage,color_mode,categorical,250,28,0.112,0.108333,63,0.011667,0.012118,0.012115
types,image_montage,color_mode,diverging,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,image_montage,color_mode,grayscale,250,4,0.016,0.015,8,0.001481,0.001667,0.00174
types,image_montage,color_mode,mixed,250,86,0.344,0.34,380,0.07037,0.066918,0.065257
types,image_montage,color_mode,not_applicable,250,7,0.028,0.03,18,0.003333,0.003158,0.003162
types,image_montage,color_mode,sequential,250,10,0.04,0.038333,24,0.004444,0.004466,0.004109
types,line,color_mode,categorical,250,185,0.74,0.741667,936,0.173333,0.16532,0.171559
types,line,color_mode,diverging,250,4,0.016,0.018333,10,0.001852,0.001457,0.001757
types,line,color_mode,grayscale,250,3,0.012,0.011667,3,0.000556,0.000505,0.00044
types,line,color_mode,mixed,250,112,0.448,0.46,283,0.052407,0.061301,0.063279
types,line,color_mode,sequential,250,17,0.068,0.073333,38,0.007037,0.009436,0.00959
types,map,color_mode,categorical,250,5,0.02,0.02,6,0.001111,0.001234,0.001347
types,map,color_mode,mixed,250,9,0.036,0.035,17,0.003148,0.002917,0.002862
types,map,color_mode,sequential,250,2,0.008,0.006667,2,0.00037,0.000313,0.000261
types,matrix,color_mode,categorical,250,16,0.064,0.06,21,0.003889,0.004509,0.004426
types,matrix,color_mode,diverging,250,10,0.04,0.04,15,0.002778,0.002791,0.002671
types,matrix,color_mode,grayscale,250,1,0.004,0.003333,1,0.000185,0.000105,8.8e-05
types,matrix,color_mode,mixed,250,28,0.112,0.115,54,0.01,0.011157,0.012024
types,matrix,color_mode,sequential,250,36,0.144,0.148333,74,0.013704,0.012135,0.01279
types,network,color_mode,categorical,250,8,0.032,0.03,11,0.002037,0.002429,0.00236
types,network,color_mode,grayscale,250,6,0.024,0.023333,10,0.001852,0.003919,0.003775
types,network,color_mode,mixed,250,12,0.048,0.05,20,0.003704,0.00511,0.005709
types,other,color_mode,categorical,250,36,0.144,0.148333,93,0.017222,0.014328,0.015179
types,other,color_mode,diverging,250,2,0.008,0.01,7,0.001296,0.000709,0.000887
types,other,color_mode,grayscale,250,7,0.028,0.028333,26,0.004815,0.004096,0.003934
types,other,color_mode,mixed,250,30,0.12,0.126667,62,0.011481,0.01223,0.013075
types,other,color_mode,not_applicable,250,1,0.004,0.003333,1,0.000185,0.00025,0.000208
types,other,color_mode,sequential,250,3,0.012,0.011667,3,0.000556,0.00078,0.000743
types,pareto,color_mode,categorical,250,13,0.052,0.055,60,0.011111,0.005592,0.006481
types,pipeline,color_mode,categorical,250,44,0.176,0.163333,69,0.012778,0.014016,0.012891
types,pipeline,color_mode,grayscale,250,4,0.016,0.015,4,0.000741,0.00081,0.000786
types,pipeline,color_mode,mixed,250,157,0.628,0.626667,238,0.044074,0.051091,0.050366
types,qualitative_grid,color_mode,categorical,250,54,0.216,0.21,115,0.021296,0.022018,0.02152
types,qualitative_grid,color_mode,diverging,250,4,0.016,0.015,6,0.001111,0.001264,0.001249
types,qualitative_grid,color_mode,grayscale,250,7,0.028,0.025,11,0.002037,0.002374,0.00233
types,qualitative_grid,color_mode,mixed,250,107,0.428,0.433333,459,0.085,0.081158,0.080675
types,qualitative_grid,color_mode,not_applicable,250,8,0.032,0.035,17,0.003148,0.002825,0.00285
types,qualitative_grid,color_mode,sequential,250,19,0.076,0.078333,53,0.009815,0.009448,0.009252
types,scatter,color_mode,categorical,250,93,0.372,0.375,200,0.037037,0.041369,0.041145
types,scatter,color_mode,diverging,250,3,0.012,0.01,4,0.000741,0.000639,0.000533
types,scatter,color_mode,mixed,250,45,0.18,0.183333,84,0.015556,0.017962,0.019144
types,scatter,color_mode,not_applicable,250,1,0.004,0.005,1,0.000185,0.00025,0.000313
types,scatter,color_mode,sequential,250,11,0.044,0.046667,15,0.002778,0.003233,0.003547
types,screenshot,color_mode,categorical,250,9,0.036,0.036667,18,0.003333,0.003193,0.003362
types,screenshot,color_mode,grayscale,250,18,0.072,0.065,72,0.013333,0.008116,0.00744
types,screenshot,color_mode,mixed,250,35,0.14,0.133333,109,0.020185,0.016564,0.015109
types,screenshot,color_mode,sequential,250,1,0.004,0.005,4,0.000741,0.000667,0.000833
types,table,color_mode,grayscale,250,224,0.896,0.893333,1838,0.34037,0.334596,0.330892
types,table,color_mode,mixed,250,120,0.48,0.476667,491,0.090926,0.092259,0.089165
types,tree,color_mode,categorical,250,5,0.02,0.018333,8,0.001481,0.00128,0.001125
types,tree,color_mode,grayscale,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,tree,color_mode,mixed,250,3,0.012,0.015,3,0.000556,0.001159,0.001448
types,violin,color_mode,categorical,250,4,0.016,0.016667,5,0.000926,0.000851,0.000887
types,violin,color_mode,mixed,250,1,0.004,0.003333,1,0.000185,0.000308,0.000256
types,architecture,x_scale,categorical,250,2,0.008,0.006667,2,0.00037,0.000159,0.000132
types,architecture,x_scale,linear,250,3,0.012,0.013333,3,0.000556,0.001862,0.002161
types,architecture,x_scale,log,250,1,0.004,0.003333,1,0.000185,0.000444,0.00037
types,architecture,x_scale,none,250,133,0.532,0.521667,197,0.036481,0.039705,0.038522
types,architecture,x_scale,time,250,2,0.008,0.008333,2,0.00037,0.000468,0.000465
types,area,x_scale,categorical,250,5,0.02,0.02,6,0.001111,0.000755,0.000789
types,area,x_scale,linear,250,40,0.16,0.16,98,0.018148,0.020064,0.021027
types,area,x_scale,log,250,8,0.032,0.03,17,0.003148,0.003292,0.003086
types,area,x_scale,time,250,4,0.016,0.016667,47,0.008704,0.002788,0.003274
types,area,x_scale,unknown,250,1,0.004,0.003333,1,0.000185,0.000211,0.000175
types,bar,x_scale,categorical,250,108,0.432,0.433333,262,0.048519,0.045753,0.04604
types,bar,x_scale,linear,250,32,0.128,0.12,57,0.010556,0.009384,0.008845
types,bar,x_scale,log,250,1,0.004,0.005,1,0.000185,0.000138,0.000172
types,bar,x_scale,none,250,6,0.024,0.025,7,0.001296,0.001489,0.001446
types,bar,x_scale,unknown,250,13,0.052,0.051667,14,0.002593,0.003461,0.003419
types,box,x_scale,categorical,250,16,0.064,0.065,24,0.004444,0.005001,0.005572
types,box,x_scale,linear,250,5,0.02,0.02,9,0.001667,0.001998,0.001954
types,box,x_scale,time,250,1,0.004,0.003333,1,0.000185,0.000103,8.5e-05
types,conceptual_diagram,x_scale,categorical,250,24,0.096,0.091667,33,0.006111,0.00601,0.005537
types,conceptual_diagram,x_scale,linear,250,25,0.1,0.1,33,0.006111,0.008324,0.00888
types,conceptual_diagram,x_scale,log,250,1,0.004,0.003333,1,0.000185,0.000333,0.000278
types,conceptual_diagram,x_scale,none,250,207,0.828,0.828333,441,0.081667,0.095708,0.095223
types,conceptual_diagram,x_scale,time,250,3,0.012,0.011667,3,0.000556,0.000405,0.000413
types,conceptual_diagram,x_scale,unknown,250,5,0.02,0.021667,6,0.001111,0.001565,0.001713
types,heatmap,x_scale,categorical,250,59,0.236,0.241667,139,0.025741,0.022661,0.023842
types,heatmap,x_scale,linear,250,24,0.096,0.096667,55,0.010185,0.011871,0.011993
types,heatmap,x_scale,log,250,2,0.008,0.01,4,0.000741,0.001933,0.002417
types,heatmap,x_scale,none,250,17,0.068,0.068333,40,0.007407,0.007546,0.007077
types,heatmap,x_scale,time,250,1,0.004,0.003333,4,0.000741,0.00064,0.000533
types,heatmap,x_scale,unknown,250,4,0.016,0.016667,4,0.000741,0.000981,0.001028
types,histogram,x_scale,categorical,250,5,0.02,0.02,6,0.001111,0.001117,0.001051
types,histogram,x_scale,linear,250,23,0.092,0.086667,43,0.007963,0.010197,0.00911
types,histogram,x_scale,log,250,1,0.004,0.005,2,0.00037,0.000571,0.000714
types,histogram,x_scale,none,250,1,0.004,0.003333,4,0.000741,0.000593,0.000494
types,histogram,x_scale,unknown,250,3,0.012,0.013333,4,0.000741,0.000921,0.001
types,image_montage,x_scale,categorical,250,19,0.076,0.071667,26,0.004815,0.005877,0.005325
types,image_montage,x_scale,linear,250,16,0.064,0.06,43,0.007963,0.006978,0.006728
types,image_montage,x_scale,log,250,1,0.004,0.003333,1,0.000185,0.000222,0.000185
types,image_montage,x_scale,none,250,92,0.368,0.363333,398,0.073704,0.07173,0.070801
types,image_montage,x_scale,time,250,6,0.024,0.021667,22,0.004074,0.002822,0.002503
types,image_montage,x_scale,unknown,250,2,0.008,0.008333,4,0.000741,0.000949,0.001047
types,line,x_scale,categorical,250,77,0.308,0.308333,141,0.026111,0.027047,0.027773
types,line,x_scale,linear,250,161,0.644,0.651667,692,0.128148,0.146358,0.153309
types,line,x_scale,log,250,51,0.204,0.2,297,0.055,0.039093,0.039694
types,line,x_scale,none,250,7,0.028,0.03,9,0.001667,0.001489,0.001626
